case_key,task,bucket,id,text,aspect,gold_aspects,gold_polarity,reference_prediction,configuration_predictions,error_persistence,configuration_count,fold,supporting_text,assessment,rationale,proposed_label,needs_user_adjudication,previous_assessment,review_revision,review_status
polarity:438:food,polarity,polarity_conflict,438,They pray to their Food Gods to make them into a good pizza like VT's.,food,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,4,make them into a good pizza like VT's,suspected annotation error,The comparison praises VT's pizza and contains no negative food evidence about it.,positive,True,suspected annotation error,2,provisional assistant judgment
polarity:447:food,polarity,polarity_conflict,447,This is one great place to eat pizza more out but not a good place for take-out pizza.,food,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,4,great ... eat pizza ... not a good place for take-out pizza,clear model error,The same food aspect receives explicit positive and negative evaluations.,,False,clear model error,2,provisional assistant judgment
polarity:657:ambience,polarity,polarity_conflict,657,"Always popular, always full, always a wait.",ambience,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""negative""}",4,4,4,"popular, full ... a wait",ambiguous annotation,Popularity is positive evidence but fullness and waiting can be negative; their aspect attribution is fuzzy.,,True,ambiguous annotation,2,provisional assistant judgment
polarity:719:food,polarity,polarity_conflict,719,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",food,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,wouldn't dare ordering anything else,ambiguous annotation,The sentence contrasts an acceptable subset with rejected options. Whether that implied acceptance supplies positive evidence for conflict is uncertain.,,True,suspected annotation error,2,provisional assistant judgment
polarity:763:service,polarity,polarity_conflict,763,"We were seated promptly as we had reservations, however after that the service was slow.",service,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,4,seated promptly ... service was slow,clear model error,Prompt seating and slow later service are opposite evaluations of service.,,False,clear model error,2,provisional assistant judgment
polarity:779:service,polarity,polarity_conflict,779,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,service,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,3,reservations ... delayed 15-20 minutes,ambiguous annotation,"The sentence is mostly negative, though eventual seating and an explanation may have prompted conflict.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:839:ambience,polarity,polarity_conflict,839,"Given the incredible architecture surrounding it, this place has no character.",ambience,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,3,incredible architecture surrounding it ... no character,ambiguous annotation,"Positive architecture is explicitly outside the restaurant, leaving the restaurant ambience itself negative.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:863:food,polarity,polarity_conflict,863,The food was delicious but do not come here on a empty stomach.,food,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,4,food was delicious but do not come ... empty stomach,ambiguous annotation,Delicious is positive. The empty-stomach warning could concern portions or waiting time; it does not unambiguously provide negative food evidence.,,True,clear model error,2,provisional assistant judgment
polarity:907:anecdotes/miscellaneous,polarity,polarity_conflict,907,Never once did I leave feeling unwelcome or impressed.,anecdotes/miscellaneous,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,1,Never once ... unwelcome or impressed,ambiguous annotation,"Negation scope makes the sentence mean neither unwelcome nor impressed, which mixes neutral, positive, and negative implications.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:1204:food,polarity,polarity_conflict,1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,5,considered extreme ... simply dull,suspected annotation error,The speaker rejects the possible positive view and directly judges the food negatively.,negative,True,suspected annotation error,2,provisional assistant judgment
polarity:1705:food,polarity,polarity_conflict,1705,"While certain staples are excellent (the burger, some of the pastas), the food is not really the point.",food,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""negative""}",4,4,2,certain staples are excellent ... food is not really the point,ambiguous annotation,Excellent is positive. Food not being the point can describe the purpose of the visit rather than criticize food; conflict is not certain.,,True,clear model error,2,provisional assistant judgment
polarity:1836:service,polarity,polarity_conflict,1836,"Other than the crappy service from two individuals, it's great.",service,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,crappy service ... it's great,ambiguous annotation,"Crappy clearly targets service, while 'great' may refer to the restaurant overall rather than service.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:1842:ambience,polarity,polarity_conflict,1842,"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.",ambience,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,5,beautiful on the outside ... bland on the inside,clear model error,The sentence explicitly contrasts positive and negative ambience.,,False,clear model error,2,provisional assistant judgment
polarity:1854:price,polarity,polarity_conflict,1854,It won't break the bank but I also wouldnt come back for the food.,price,,conflict,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,4,won't break the bank,suspected annotation error,The only price evaluation is positive; the negative food judgment belongs to a different aspect.,positive,True,suspected annotation error,2,provisional assistant judgment
polarity:1879:anecdotes/miscellaneous,polarity,polarity_conflict,1879,"It saves walking in and waiting for a table in the often noisy, crowded bar at dinnertime.",anecdotes/miscellaneous,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,2,saves walking in and waiting,ambiguous annotation,The benefit of avoiding a noisy wait and the negative experience being avoided may both contribute to an overall evaluation. The scope of miscellaneous needs guidance.,,True,suspected annotation error,2,provisional assistant judgment
polarity:1903:food,polarity,polarity_conflict,1903,"My husbands was perfect, my was well done and dry.",food,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,4,perfect ... well done and dry,clear model error,Two servings receive directly opposed food judgments.,,False,clear model error,2,provisional assistant judgment
polarity:2239:ambience,polarity,polarity_conflict,2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,ambience,,conflict,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,1,exceeded my expectations,suspected annotation error,The sentence is positive and supplies no negative ambience evidence; much of it concerns food and price.,positive,True,suspected annotation error,2,provisional assistant judgment
polarity:2272:food,polarity,polarity_conflict,2272,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,food,,conflict,neutral,"{""reference"": ""neutral"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,4,creative drinks ... loaded with alcohol,ambiguous annotation,"Creative drinks suggests praise, but loaded with alcohol can be approving or critical. Price is separate; the remaining drink sentiment is not uniquely positive.",,True,suspected annotation error,2,provisional assistant judgment
polarity:43:ambience,polarity,polarity_neutral,43,ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).,ambience,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,4,full with tourists,ambiguous annotation,"Full with tourists may be descriptive, imply popularity, or express dislike of crowding. None is explicit enough to call the polarity error clear.",,True,clear model error,2,provisional assistant judgment
polarity:195:ambience,polarity,polarity_neutral,195,"If the weather is nice, try to snag an outside table.",ambience,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,"If the weather is nice, try to snag an outside table",ambiguous annotation,"This is mainly advice, though recommending the outside seating carries weak positive sentiment.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:404:anecdotes/miscellaneous,polarity,polarity_neutral,404,This is the first time Citysearch did't call it right.,anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,2,didn't call it right,ambiguous annotation,The criticism explicitly targets Citysearch's judgment; transferring it to the restaurant requires knowing what Citysearch said.,,True,suspected annotation error,2,provisional assistant judgment
polarity:440:anecdotes/miscellaneous,polarity,polarity_neutral,440,Others have to go to other restaurants and feel sad until they're eaten.,anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,5,feel sad until they're eaten,insufficient evidence,"The fragment relies on missing discourse context, so its polarity cannot be judged reliably alone.",,True,insufficient evidence,2,provisional assistant judgment
polarity:481:ambience,polarity,polarity_neutral,481,There is a real gallery of stars that have visited.,ambience,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,5,gallery of stars that have visited,ambiguous annotation,A gallery of celebrity visitors can be factual or approving. Positive versus neutral depends on pragmatic interpretation.,,True,clear model error,2,provisional assistant judgment
polarity:596:anecdotes/miscellaneous,polarity,polarity_neutral,596,"Rao is a good restaurant, but it's nothing special.",anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""positive"", ""oversampling"": ""negative"", ""sampling-corrected"": ""positive""}",4,4,2,good ... but ... nothing special,ambiguous annotation,"The sentence combines weak praise with a neutralizing or negative qualification, fitting either neutral or conflict conventions.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:696:anecdotes/miscellaneous,polarity,polarity_neutral,696,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",anecdotes/miscellaneous,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,3,food is always ... outrageously good,ambiguous annotation,"Outrageously good targets food, while repeated visits may supply neutral anecdotal content. Transferring positive food sentiment to miscellaneous was not justified.",,True,suspected annotation error,2,provisional assistant judgment
polarity:710:food,polarity,polarity_neutral,710,"It's not mind-blowing, but to me, thai food never is and never will be.",food,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,not mind-blowing ... never will be,ambiguous annotation,Not mind-blowing can be neutral or mildly negative. An implausible positive prediction does not by itself establish that neutral is uniquely correct.,,True,clear model error,2,provisional assistant judgment
polarity:757:food,polarity,polarity_neutral,757,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,3,pay a lot for mediocre food,suspected annotation error,Mediocre is an explicit negative judgment of food.,negative,True,suspected annotation error,2,provisional assistant judgment
polarity:765:food,polarity,polarity_neutral,765,Sushi wasn't anything spectacular for the price.,food,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,3,wasn't anything spectacular,ambiguous annotation,The phrase lies on the neutral versus mildly negative boundary.,,True,ambiguous annotation,2,provisional assistant judgment
polarity:792:service,polarity,polarity_neutral,792,Has the chef and owner changed???,service,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,Has the chef and owner changed?,ambiguous annotation,The question could be factual or an implied complaint. Question form alone does not establish neutral sentiment.,,True,clear model error,2,provisional assistant judgment
polarity:799:food,polarity,polarity_neutral,799,"The food was just OK, I would never go back.",food,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,just OK ... never go back,ambiguous annotation,"Food is described neutrally, while the negative return intent may apply to the overall restaurant.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:800:anecdotes/miscellaneous,polarity,polarity_neutral,800,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,anecdotes/miscellaneous,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,3,couldn't believe the food,insufficient evidence,Could not believe the food can express praise or dismay. Missing context does not prove a neutral gold label correct.,,True,clear model error,2,provisional assistant judgment
polarity:809:anecdotes/miscellaneous,polarity,polarity_neutral,809,would have rather tried terrace in the sky or water club for that price,anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""conflict""}",4,4,5,would have rather tried,suspected annotation error,Preferring alternatives conveys a negative overall judgment.,negative,True,suspected annotation error,2,provisional assistant judgment
polarity:876:anecdotes/miscellaneous,polarity,polarity_neutral,876,"When we left at 8:00 PM, it was packed and noisy.",anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,1,packed and noisy,ambiguous annotation,Packed and noisy may be descriptive or critical and concern ambience. They do not prove that a separately annotated anecdotal statement has negative polarity.,,True,suspected annotation error,2,provisional assistant judgment
polarity:985:ambience,polarity,polarity_neutral,985,also make sure you pay attention to the music being piped in - quite a weird selection.,ambience,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,5,quite a weird selection,ambiguous annotation,"Weird can be descriptive or mildly negative, creating a neutral-negative boundary case.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:990:ambience,polarity,polarity_neutral,990,Its not the same if you have to sit inside.,ambience,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,2,not the same ... sit inside,ambiguous annotation,The sentence implies dislike of inside seating but states it indirectly.,,True,ambiguous annotation,2,provisional assistant judgment
polarity:1074:anecdotes/miscellaneous,polarity,polarity_neutral,1074,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""positive"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,5,yet to find a place ... satisfy,ambiguous annotation,"The dissatisfaction covers places in New York generally, not necessarily the reviewed restaurant. Neutral background and negative overall readings are both possible.",,True,suspected annotation error,2,provisional assistant judgment
polarity:1138:food,polarity,polarity_neutral,1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,food,,neutral,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,2,only thing I moderately enjoyed,ambiguous annotation,"Moderately enjoyed is weakly positive, while 'only thing' supplies negative context; neutral is plausible under coarse labels.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:1154:anecdotes/miscellaneous,polarity,polarity_neutral,1154,Too bad Latin Quarters closed.,anecdotes/miscellaneous,,neutral,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,2,Too bad ... closed,ambiguous annotation,The phrase expresses regret but may be annotated neutral because it reports closure rather than restaurant quality.,,True,ambiguous annotation,2,provisional assistant judgment
polarity:28:food,polarity,polarity_other,28,Food was average but tasty.,food,,positive,conflict,"{""reference"": ""conflict"", ""loss-control"": ""conflict"", ""oversampling"": ""conflict"", ""sampling-corrected"": ""conflict""}",4,4,4,average but tasty,ambiguous annotation,Average and tasty mix neutral and positive evidence; positive and conflict are both defensible conventions.,,True,ambiguous annotation,2,provisional assistant judgment
polarity:110:food,polarity,polarity_other,110,"If anyones has doubt of not knowing enough about wines,please check their wine list.",food,,positive,conflict,"{""reference"": ""conflict"", ""loss-control"": ""conflict"", ""oversampling"": ""neutral"", ""sampling-corrected"": ""conflict""}",4,4,2,please check their wine list,ambiguous annotation,"Check their wine list may be a favourable recommendation or informational advice. Conflict appears unsupported, but positive is not uniquely established.",,True,clear model error,2,provisional assistant judgment
polarity:130:service,polarity,polarity_other,130,The service is ok but could be better.,service,,negative,neutral,"{""reference"": ""neutral"", ""loss-control"": ""conflict"", ""oversampling"": ""conflict"", ""sampling-corrected"": ""conflict""}",4,4,1,ok but could be better,ambiguous annotation,"This mixes neutral approval and criticism and could reasonably be neutral, negative, or conflict under different guidelines.",,True,ambiguous annotation,2,provisional assistant judgment
polarity:187:anecdotes/miscellaneous,polarity,polarity_other,187,This restaurant used to be pretty decent.,anecdotes/miscellaneous,,negative,neutral,"{""reference"": ""neutral"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,2,used to be pretty decent,clear model error,"Used to be implies that the restaurant is no longer decent, supporting negative polarity.",,False,clear model error,2,provisional assistant judgment
polarity:197:anecdotes/miscellaneous,polarity,polarity_other,197,"I've been there a few times, and I usually end up sitting next to some pretty odd people.",anecdotes/miscellaneous,,negative,neutral,"{""reference"": ""neutral"", ""loss-control"": ""neutral"", ""oversampling"": ""neutral"", ""sampling-corrected"": ""neutral""}",4,4,1,pretty odd people,ambiguous annotation,Odd people may be mildly critical or merely unusual. The previous rationale assumed undesirability without decisive text evidence.,,True,clear model error,2,provisional assistant judgment
polarity:338:food,polarity,polarity_other,338,The soup for the udon was soy sauce and water.,food,,negative,neutral,"{""reference"": ""neutral"", ""loss-control"": ""neutral"", ""oversampling"": ""neutral"", ""sampling-corrected"": ""neutral""}",4,4,1,soy sauce and water,ambiguous annotation,Soy sauce and water can be a reductive complaint or an ingredient description; negative intent is inferred rather than explicit.,,True,clear model error,2,provisional assistant judgment
polarity:369:service,polarity,polarity_other,369,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",service,,negative,positive,"{""reference"": ""positive"", ""loss-control"": ""positive"", ""oversampling"": ""positive"", ""sampling-corrected"": ""positive""}",4,4,4,finally offered ... 10 percent tip ... generous,clear model error,The narrative and sarcasm communicate poor service.,,False,clear model error,2,provisional assistant judgment
polarity:446:anecdotes/miscellaneous,polarity,polarity_other,446,I take all my NYC guests to VT's.,anecdotes/miscellaneous,,positive,neutral,"{""reference"": ""neutral"", ""loss-control"": ""neutral"", ""oversampling"": ""neutral"", ""sampling-corrected"": ""neutral""}",4,4,5,take all my NYC guests,clear model error,Repeatedly bringing guests is a clear positive endorsement.,,False,clear model error,2,provisional assistant judgment
polarity:484:food,polarity,polarity_other,484,"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,,positive,conflict,"{""reference"": ""conflict"", ""loss-control"": ""conflict"", ""oversampling"": ""conflict"", ""sampling-corrected"": ""conflict""}",4,4,1,"once the food is ordered, you are in for a treat",clear model error,The food evaluation is positive; confusion about ordering concerns service.,,False,clear model error,2,provisional assistant judgment
polarity:488:food,polarity,polarity_other,488,I would have gotten some cole slaw and a knish if my stomach had more space.,food,,positive,negative,"{""reference"": ""negative"", ""loss-control"": ""negative"", ""oversampling"": ""negative"", ""sampling-corrected"": ""negative""}",4,4,3,if my stomach had more space,clear model error,Wanting additional dishes implies positive food sentiment.,,False,clear model error,2,provisional assistant judgment
